doc_id,entity_id,surface,start,end,gold_cpe,cpe_family,relation_ids,linked_cves,audit_status
"aa23-339a-coldfusion-cve-26360","E43","Adobe ColdFusion","22","38","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R6","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a-coldfusion-cve-26360","E44","ColdFusion","547","557","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R7","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a-coldfusion-cve-26360","E45","ColdFusion","567","577","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R8","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a-coldfusion-cve-26360","E46","Adobe ColdFusion","942","958","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R9","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a","E25","Adobe ColdFusion","4271","4287","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R1|R9","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a","E53","Adobe ColdFusion","966","982","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R3","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a","E54","Adobe ColdFusion","1366","1382","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R4","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a","E56","ColdFusion","1482","1492","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R6","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a","E57","ColdFusion","1502","1512","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R7","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a","E58","Adobe ColdFusion","2712","2728","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R8","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a","E59","Adobe ColdFusion","9370","9386","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R10","CVE-2023-26360","validated_linked_cve_family"
"aa23-347a-play-ransomware","E78","JetBrains TeamCity","1293","1311","cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*","a:jetbrains:teamcity","R4","CVE-2023-42793","validated_linked_cve_family"
"aa23-347a-play-ransomware","E79","TeamCity","7438","7446","cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*","a:jetbrains:teamcity","R5","CVE-2023-42793","validated_linked_cve_family"
"aa23-347a-play-ransomware","E80","JetBrains TeamCity","8477","8495","cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*","a:jetbrains:teamcity","R6","CVE-2023-42793","validated_linked_cve_family"
"aa23-347a-play-ransomware","E81","JetBrains TeamCity","20700","20718","cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*","a:jetbrains:teamcity","R7","CVE-2023-42793","validated_linked_cve_family"
"aa23-347a","E80","JetBrains TeamCity","1695","1713","cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*","a:jetbrains:teamcity","R4","CVE-2023-42793","validated_linked_cve_family"
"aa23-347a","E81","TeamCity","7813","7821","cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*","a:jetbrains:teamcity","R5","CVE-2023-42793","validated_linked_cve_family"
"aa23-347a","E82","JetBrains TeamCity","8841","8859","cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*","a:jetbrains:teamcity","R6","CVE-2023-42793","validated_linked_cve_family"
"aa23-347a","E83","JetBrains TeamCity","21641","21659","cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*","a:jetbrains:teamcity","R7","CVE-2023-42793","validated_linked_cve_family"
"aa23-349a","E62","SMB version 1","18964","18977","cpe:2.3:a:microsoft:server_message_block:1.0:*:*:*:*:*:*:*","a:microsoft:server_message_block","R3","CVE-2017-0144","validated_linked_cve_family"
"aa23-352a","E6","FortiOS","5188","5195","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R1|R2","CVE-2018-13379|CVE-2020-12812","validated_linked_cve_family"
"aa23-352a","E7","Microsoft Exchange","5236","5254","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R3|R4","CVE-2022-41040|CVE-2022-41082","validated_linked_cve_family"
"aa23-352a","E8","SimpleHelp","5692","5702","cpe:2.3:a:simple-help:simplehelp:*:*:*:*:*:*:*:*","a:simple-help:simplehelp","R5","CVE-2024-57727","validated_linked_cve_family"
"aa24-016a-androxgh0st","E8","PHPUnit","3811","3818","cpe:2.3:a:phpunit_project:phpunit:*:*:*:*:*:*:*:*","a:phpunit_project:phpunit","R1","CVE-2017-9841","validated_linked_cve_family"
"aa24-016a-androxgh0st","E9","Laravel","6226","6233","cpe:2.3:a:laravel:laravel:*:*:*:*:*:*:*:*","a:laravel:laravel","R3","CVE-2018-15133","validated_linked_cve_family"
"aa24-016a-androxgh0st","E10","Apache HTTP Server","6587","6605","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R5","CVE-2021-41773","validated_linked_cve_family"
"aa24-016a-androxgh0st","E42","PHPUnit","15602","15609","cpe:2.3:a:phpunit_project:phpunit:*:*:*:*:*:*:*:*","a:phpunit_project:phpunit","R8","CVE-2017-9841","validated_linked_cve_family"
"aa24-016a","E8","PHPUnit","4017","4024","cpe:2.3:a:phpunit_project:phpunit:*:*:*:*:*:*:*:*","a:phpunit_project:phpunit","R1","CVE-2017-9841","validated_linked_cve_family"
"aa24-016a","E9","Laravel","6471","6478","cpe:2.3:a:laravel:laravel:*:*:*:*:*:*:*:*","a:laravel:laravel","R2","CVE-2018-15133","validated_linked_cve_family"
"aa24-016a","E10","Apache HTTP Server","6828","6846","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R3","CVE-2021-41773","validated_linked_cve_family"
"aa24-016a","E41","PHPUnit","16671","16678","cpe:2.3:a:phpunit_project:phpunit:*:*:*:*:*:*:*:*","a:phpunit_project:phpunit","R6","CVE-2017-9841","validated_linked_cve_family"
"aa24-038a-volt-typhoon","E2","FortiGate 300D","16576","16590","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R1","CVE-2022-42475","validated_linked_cve_family"
"aa24-038a","E135","FortiGate 300D","22588","22602","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R2","CVE-2022-42475","validated_linked_cve_family"
"aa24-046a","E6","Log4J","8007","8012","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R1","CVE-2021-44228","validated_linked_cve_family"
"aa24-060b","E21","Ivanti Connect Secure","2748","2769","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R1|R16|R3","CVE-2023-46805|CVE-2024-21887|CVE-2024-21893","validated_linked_cve_family"
"aa24-060b","E22","Ivanti Policy Secure","2774","2794","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R17|R2|R4","CVE-2023-46805|CVE-2024-21887|CVE-2024-21893","validated_linked_cve_family"
"aa24-060b","E24","Ivanti Connect Secure","7266","7287","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R6","CVE-2024-21893","validated_linked_cve_family"
"aa24-060b","E25","Ivanti Policy Secure","7300","7320","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R7","CVE-2024-21893","validated_linked_cve_family"
"aa24-060b","E26","Ivanti Neurons for ZTA","7338","7360","cpe:2.3:a:ivanti:neurons_for_zero-trust_access:*:*:*:*:*:*:*:*","a:ivanti:neurons_for_zero-trust_access","R8","CVE-2024-21893","validated_linked_cve_family"
"aa24-060b","E28","Ivanti Connect Secure","7506","7527","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R10","CVE-2024-22024","validated_linked_cve_family"
"aa24-060b","E29","Ivanti Policy Secure","7541","7561","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R11","CVE-2024-22024","validated_linked_cve_family"
"aa24-060b","E30","ZTA gateways","7579","7591","cpe:2.3:a:ivanti:zero_trust_access_gateway:*:*:*:*:*:*:*:*","a:ivanti:zero_trust_access_gateway","R12","CVE-2024-22024","validated_linked_cve_family"
"aa24-060b","E32","Ivanti Connect Secure","7758","7779","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R14","CVE-2024-21888","validated_linked_cve_family"
"aa24-060b","E33","Ivanti Policy Secure","7784","7804","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R15","CVE-2024-21888","validated_linked_cve_family"
"aa24-060b","E34","Ivanti Connect Secure","6230","6251","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R18|R20","CVE-2023-46805|CVE-2024-21887","validated_linked_cve_family"
"aa24-060b","E35","Ivanti Policy Secure","6256","6276","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R19|R21","CVE-2023-46805|CVE-2024-21887","validated_linked_cve_family"
"aa24-109a","E75","SonicWall","6986","6995","cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*","o:sonicwall:sonicos","R1","CVE-2024-40766","validated_linked_cve_family"
"aa24-109a","E77","Veeam","8089","8094","cpe:2.3:a:veeam:veeam_backup_\&_replication:*:*:*:*:*:*:*:*","a:veeam:veeam_backup_\&_replication","R2|R3","CVE-2023-27532|CVE-2024-40711","validated_linked_cve_family"
"aa24-193a","E62","Oracle Web Applications Desktop Integrator","13642","13684","cpe:2.3:a:oracle:web_applications_desktop_integrator:*:*:*:*:*:*:*:*","a:oracle:web_applications_desktop_integrator","R1","CVE-2022-21587","canonical_family_but_not_linked_cve"
"aa24-207a","E108","Apache’s Log4j","17433","17447","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R2","CVE-2021-44228","validated_linked_cve_family"
"aa24-241a","E68","Check Point Security Gateways","8332","8361","cpe:2.3:o:checkpoint:quantum_security_gateway_firmware:*:*:*:*:*:*:*:*","o:checkpoint:quantum_security_gateway_firmware","R7","CVE-2024-24919","validated_linked_cve_family"
"aa24-241a","E69","Palo Alto Networks PAN-OS","8510","8535","cpe:2.3:o:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","o:paloaltonetworks:pan-os","R8","CVE-2024-3400","validated_linked_cve_family"
"aa24-241a","E70","Citrix Netscaler","8780","8796","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R10|R9","CVE-2019-19781|CVE-2023-3519","validated_linked_cve_family"
"aa24-241a","E71","BIG-IP F5","8827","8836","cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*","a:f5:big-ip","R11","CVE-2022-1388","canonical_family_but_not_linked_cve"
"aa24-241a","E72","Citrix Netscaler","9168","9184","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R12|R13","CVE-2019-19781|CVE-2023-3519","validated_linked_cve_family"
"aa24-241a","E73","F5 BIG-IP","9221","9230","cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*","a:f5:big-ip","R14","CVE-2022-1388","canonical_family_but_not_linked_cve"
"aa24-241a","E74","PanOS","9311","9316","cpe:2.3:o:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","o:paloaltonetworks:pan-os","R15","CVE-2024-3400","validated_linked_cve_family"
"aa24-241a","E76","Citrix Netscaler","14585","14601","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R21|R22","CVE-2019-19781|CVE-2023-3519","validated_linked_cve_family"
"aa24-241a","E77","F5 BIG-IP","14640","14649","cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*","a:f5:big-ip","R23","CVE-2022-1388","canonical_family_but_not_linked_cve"
"aa24-241a","E78","PanOS","14712","14717","cpe:2.3:o:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","o:paloaltonetworks:pan-os","R24","CVE-2024-3400","validated_linked_cve_family"
"aa24-241a","E79","Check Point Security Gateways","14746","14775","cpe:2.3:o:checkpoint:quantum_security_gateway_firmware:*:*:*:*:*:*:*:*","o:checkpoint:quantum_security_gateway_firmware","R25","CVE-2024-24919","validated_linked_cve_family"
"aa24-242a","E17","Netlogon","7463","7471","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","o:microsoft:windows","R1","CVE-2020-1472","canonical_family_but_not_linked_cve"
"aa24-242a","E18","Confluence","5976","5986","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R2","CVE-2023-22515","canonical_family_but_not_linked_cve"
"aa24-242a","E19","FortiOS","5011","5018","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R3","CVE-2023-27997","validated_linked_cve_family"
"aa24-242a","E20","Apache ActiveMQ","5450","5465","cpe:2.3:a:apache:activemq:*:*:*:*:*:*:*:*","a:apache:activemq","R4","CVE-2023-46604","validated_linked_cve_family"
"aa24-242a","E67","Citrix ADC","4591","4601","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R7","CVE-2023-3519","validated_linked_cve_family"
"aa24-242a","E68","FortiProxy","5125","5135","cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*","a:fortinet:fortiproxy","R9","CVE-2023-27997","validated_linked_cve_family"
"aa24-242a","E69","BIG-IP","6479","6485","cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*","a:f5:big-ip","R13","CVE-2023-46747","canonical_family_but_not_linked_cve"
"aa24-242a","E70","Fortinet FortiClientEMS","6797","6820","cpe:2.3:a:fortinet:forticlient_enterprise_management_server:*:*:*:*:*:*:*:*","a:fortinet:forticlient_enterprise_management_server","R16","CVE-2023-48788","validated_linked_cve_family"
"aa24-242a","E71","Microsoft Windows","7011","7028","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","o:microsoft:windows","R18","CVE-2017-0144","canonical_family_but_not_linked_cve"
"aa24-249a","E95","Windows Server","9529","9543","cpe:2.3:o:microsoft:windows_server:*:*:*:*:*:*:*:*","o:microsoft:windows_server","R5","CVE-2020-1472","canonical_family_but_not_linked_cve"
"aa24-249a","E96","Atlassian Confluence","9563","9583","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R6","CVE-2021-26084","canonical_family_but_not_linked_cve"
"aa24-249a","E97","Polkit","9716","9722","cpe:2.3:a:polkit_project:polkit:*:*:*:*:*:*:*:*","a:polkit_project:polkit","R7","CVE-2021-4034","validated_linked_cve_family"
"aa24-249a","E98","Atlassian Confluence","10111","10131","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R8","CVE-2022-26134","canonical_family_but_not_linked_cve"
"aa24-249a","E99","Atlassian Confluence","10174","10194","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R9","CVE-2022-26138","canonical_family_but_not_linked_cve"
"aa24-249a","E100","Sophos: Firewall","10236","10252","cpe:2.3:a:sophos:firewall:*:*:*:*:*:*:*:*","a:sophos:firewall","R10","CVE-2022-3236","validated_linked_cve_family"
"aa24-290a","E62","Microsoft’s Netlogon","6719","6739","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","o:microsoft:windows","R3","CVE-2020-1472","canonical_family_but_not_linked_cve"
"aa24-290a","E63","Microsoft’s Netlogon","18835","18855","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","o:microsoft:windows","R4","CVE-2020-1472","canonical_family_but_not_linked_cve"
"aa24-290a","E64","Microsoft’s Netlogon","19343","19363","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","o:microsoft:windows","R1","CVE-2020-1472","canonical_family_but_not_linked_cve"
"aa25-022a","E1","Ivanti Cloud Service Appliances","1593","1624","cpe:2.3:a:ivanti:cloud_services_appliance:*:*:*:*:*:*:*:*","a:ivanti:cloud_services_appliance","R1|R2|R3|R4","CVE-2024-8190|CVE-2024-8963|CVE-2024-9379|CVE-2024-9380","validated_linked_cve_family"
"aa25-050a","E1","Fortinet FortiOS","5003","5019","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R1","CVE-2018-13379","validated_linked_cve_family"
"aa25-050a","E2","Adobe ColdFusion","5065","5081","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R13|R2","CVE-2009-3960|CVE-2010-2861","validated_linked_cve_family"
"aa25-050a","E3","Microsoft SharePoint","5118","5138","cpe:2.3:a:microsoft:sharepoint_server:*:*:*:*:*:*:*:*","a:microsoft:sharepoint_server","R3","CVE-2019-0604","validated_linked_cve_family"
"aa25-050a","E4","Microsoft Exchange","5160","5178","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R14|R4|R5","CVE-2021-31207|CVE-2021-34473|CVE-2021-34523","validated_linked_cve_family"
"aa25-071a","E1","ScreenConnect","4833","4846","cpe:2.3:a:connectwise:screenconnect:*:*:*:*:*:*:*:*","a:connectwise:screenconnect","R1","CVE-2024-1709","validated_linked_cve_family"
"aa25-071a","E2","Fortinet EMS","4947","4959","cpe:2.3:a:fortinet:forticlient_enterprise_management_server:*:*:*:*:*:*:*:*","a:fortinet:forticlient_enterprise_management_server","R2","CVE-2023-48788","validated_linked_cve_family"
"aa25-163a","E5","SimpleHelp RMM","1748","1762","cpe:2.3:a:simple-help:simplehelp:*:*:*:*:*:*:*:*","a:simple-help:simplehelp","R1","CVE-2024-57727","validated_linked_cve_family"
"aa25-163a","E7","SimpleHelp","1525","1535","cpe:2.3:a:simple-help:simplehelp:*:*:*:*:*:*:*:*","a:simple-help:simplehelp","R2","CVE-2024-57727","validated_linked_cve_family"
"aa25-239a","E55","Ivanti Connect Secure","78188","78209","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R1","CVE-2024-21887","validated_linked_cve_family"
"aa25-239a","E58","Palo Alto Networks PAN-OS GlobalProtect","78337","78376","cpe:2.3:o:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","o:paloaltonetworks:pan-os","R3","CVE-2024-3400","validated_linked_cve_family"
"aa25-239a","E60","Cisco IOS XE","78585","78597","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","o:cisco:ios_xe","R4","CVE-2023-20273","validated_linked_cve_family"
"aa25-239a","E62","Cisco IOS XE","78796","78808","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","o:cisco:ios_xe","R5","CVE-2023-20198","validated_linked_cve_family"
"aa25-239a","E64","Cisco IOS","78906","78915","cpe:2.3:o:cisco:ios:*:*:*:*:*:*:*:*","o:cisco:ios","R6","CVE-2018-0171","validated_linked_cve_family"
"aa25-239a","E120","Ivanti Connect Secure","14379","14400","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R8","CVE-2024-21887","validated_linked_cve_family"
"aa25-239a","E121","Ivanti Policy Secure","14405","14425","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R9","CVE-2024-21887","validated_linked_cve_family"
"aa25-239a","E122","Palo Alto Networks PAN-OS GlobalProtect","14553","14592","cpe:2.3:o:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*","o:paloaltonetworks:pan-os","R12","CVE-2024-3400","validated_linked_cve_family"
"aa25-239a","E123","Cisco Internetworking Operating System (IOS) XE","14995","15042","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","o:cisco:ios_xe","R13","CVE-2023-20273","validated_linked_cve_family"
"aa25-239a","E124","Cisco IOS XE","15260","15272","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","o:cisco:ios_xe","R15","CVE-2023-20198","validated_linked_cve_family"
"aa25-239a","E125","Cisco IOS","16251","16260","cpe:2.3:o:cisco:ios:*:*:*:*:*:*:*:*","o:cisco:ios","R16","CVE-2018-0171","validated_linked_cve_family"
"aa25-239a","E126","IOS XE","16265","16271","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","o:cisco:ios_xe","R17","CVE-2018-0171","canonical_family_but_not_linked_cve"
"aa25-239a","E127","IOS XE","78920","78926","cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*","o:cisco:ios_xe","R18","CVE-2018-0171","canonical_family_but_not_linked_cve"
"aa25-266a","E1","GeoServer","5629","5638","cpe:2.3:a:geoserver:geoserver:*:*:*:*:*:*:*:*","a:geoserver:geoserver","R1","CVE-2024-36401","validated_linked_cve_family"
"aa25-266a","E2","Linux kernel","11783","11795","cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*","o:linux:linux_kernel","R2","CVE-2016-5195","validated_by_adjudication"
"aa25-266a","E63","GeoServer","8233","8242","cpe:2.3:a:geoserver:geoserver:*:*:*:*:*:*:*:*","a:geoserver:geoserver","R7","CVE-2024-36401","validated_linked_cve_family"
"aa25-266a","E64","GeoServer","10416","10425","cpe:2.3:a:geoserver:geoserver:*:*:*:*:*:*:*:*","a:geoserver:geoserver","R8","CVE-2024-36401","validated_linked_cve_family"
"accellion-fta-google-accellion-data-theft-extortion","E11","Accellion FTA","2899","2912","cpe:2.3:a:accellion:fta:*:*:*:*:*:*:*:*","a:accellion:fta","R5|R6|R7|R8","CVE-2021-27101|CVE-2021-27102|CVE-2021-27103|CVE-2021-27104","validated_linked_cve_family"
"accellion-fta-nvd-accellion-27101","E3","cpe:2.3:a:accellion:fta:*:*:*:*:*:*:*:*","539","578","cpe:2.3:a:accellion:fta:*:*:*:*:*:*:*:*","a:accellion:fta","R2","CVE-2021-27101","validated_linked_cve_family"
"accellion-fta-nvd-accellion-27101","E6","Accellion FTA","156","169","cpe:2.3:a:accellion:fta:*:*:*:*:*:*:*:*","a:accellion:fta","R3","CVE-2021-27101","validated_linked_cve_family"
"apache-httpd-41773-tenable-httpd-41773","E8","Apache HTTP Server","2069","2087","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R2|R3","CVE-2021-41773|CVE-2021-42013","validated_linked_cve_family"
"apache-httpd-41773-tenable-httpd-41773","E16","HTTP Server","257","268","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R4","CVE-2021-41773","validated_linked_cve_family"
"apache-httpd-41773-tenable-httpd-41773","E17","HTTP Server","2699","2710","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R6","CVE-2021-41773","validated_linked_cve_family"
"apache-httpd-41773-tenable-httpd-41773","E18","HTTP Server","3300","3311","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R7","CVE-2021-42013","validated_linked_cve_family"
"citrix-adc-cisa-citrix-3519-webshells","E19","NetScaler ADC","13932","13945","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R1","CVE-2023-3519","validated_linked_cve_family"
"citrix-adc-cisa-citrix-3519-webshells","E126","NetScaler ADC","3734","3747","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R8","CVE-2023-3519","validated_linked_cve_family"
"citrix-adc-cisa-citrix-3519-webshells","E127","NetScaler Gateway","3752","3769","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R9","CVE-2023-3519","validated_linked_cve_family"
"citrix-adc-tenable-citrix-19781-cve","E3","Citrix Application Delivery Controller","59","97","cpe:2.3:a:citrix:application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:application_delivery_controller","R2","CVE-2019-19781","validated_by_adjudication"
"citrix-adc-tenable-citrix-19781-cve","E5","Gateway","108","115","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R3","CVE-2019-19781","validated_by_adjudication"
"confluence-nvd-confluence-26084","E3","cpe:2.3:a:atlassian:confluence_data_center:*:*:*:*:*:*:*:*","746","804","cpe:2.3:a:atlassian:confluence_data_center:*:*:*:*:*:*:*:*","a:atlassian:confluence_data_center","R2","CVE-2021-26084","validated_linked_cve_family"
"confluence-nvd-confluence-26084","E7","cpe:2.3:a:atlassian:confluence_server:*:*:*:*:*:*:*:*","807","860","cpe:2.3:a:atlassian:confluence_server:*:*:*:*:*:*:*:*","a:atlassian:confluence_server","R3","CVE-2021-26084","validated_linked_cve_family"
"drupalgeddon-nvd-drupalgeddon-7600","E3","Drupal","159","165","cpe:2.3:a:drupal:drupal:*:*:*:*:*:*:*:*","a:drupal:drupal","R2","CVE-2018-7600","validated_linked_cve_family"
"drupalgeddon-nvd-drupalgeddon-7600","E4","cpe:2.3:a:drupal:drupal:*:*:*:*:*:*:*:*","591","630","cpe:2.3:a:drupal:drupal:*:*:*:*:*:*:*:*","a:drupal:drupal","R3","CVE-2018-7600","validated_linked_cve_family"
"drupalgeddon-nvd-drupalgeddon-7600","E5","cpe:2.3:o:debian:debian_linux:7.0:*:*:*:*:*:*:*","633","680","cpe:2.3:o:debian:debian_linux:7.0:*:*:*:*:*:*:*","o:debian:debian_linux","R4","CVE-2018-7600","validated_linked_cve_family"
"drupalgeddon-nvd-drupalgeddon-7600","E6","cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*","683","730","cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*","o:debian:debian_linux","R5","CVE-2018-7600","validated_linked_cve_family"
"drupalgeddon-nvd-drupalgeddon-7600","E7","cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","733","780","cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","o:debian:debian_linux","R6","CVE-2018-7600","validated_linked_cve_family"
"eternalblue-expressvpn-eternalblue","E4","SMBv3","9062","9067","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","o:microsoft:windows","R1","CVE-2020-0796","canonical_family_but_not_linked_cve"
"fortios-sslvpn-rapid7-fortinet-targeting","E12","SAP NetWeaver","4313","4326","cpe:2.3:a:sap:netweaver:*:*:*:*:*:*:*:*","a:sap:netweaver","R7","CVE-2020-6287","canonical_family_but_not_linked_cve"
"fortios-sslvpn-rapid7-fortinet-targeting","E13","SAP CRM","5772","5779","cpe:2.3:a:sap:customer_relationship_management:*:*:*:*:*:*:*:*","a:sap:customer_relationship_management","R11","CVE-2018-2380","validated_linked_cve_family"
"fortios-sslvpn-rapid7-fortinet-targeting","E14","SAP Solution Manager","4456","4476","cpe:2.3:a:sap:solution_manager:*:*:*:*:*:*:*:*","a:sap:solution_manager","R12","CVE-2020-6207","validated_linked_cve_family"
